year,metric,med,pi95_low,pi95_high
1995.5,female_hiv_prevalence,0.06146838019429994,0.05488094244046616,0.06839991888285145
1996.5,female_hiv_prevalence,0.05742217526859313,0.05173176487249126,0.06297860221403222
1997.5,female_hiv_prevalence,0.04842577384616985,0.043485611965162145,0.05153769965987055
1998.5,female_hiv_prevalence,0.047572393668561544,0.04315601226714087,0.050894906054467295
1999.5,female_hiv_prevalence,0.049148445059540344,0.045052158952193236,0.0526696322731053
2000.5,female_hiv_prevalence,0.04945078282123068,0.04557014670552414,0.053111545833443914
2001.5,female_hiv_prevalence,0.04917373317995072,0.044873362164783874,0.05369025256733519
2002.5,female_hiv_prevalence,0.04822019079650382,0.04393649943683524,0.05283258243994207
2003.5,female_hiv_prevalence,0.04661581275051238,0.04198418576296737,0.050510950248838164
2004.5,female_hiv_prevalence,0.04476165388063047,0.040064469873279475,0.04866521874146929
2005.5,female_hiv_prevalence,0.04404563183399886,0.03983542991182242,0.0477064951967949
2006.5,female_hiv_prevalence,0.043516664677811824,0.03960139938366697,0.04707073066361346
2007.5,female_hiv_prevalence,0.042665779628541844,0.04008435953432201,0.04623958169578091
2008.5,female_hiv_prevalence,0.04190809462600785,0.038711926481494,0.045192669156272
2009.5,female_hiv_prevalence,0.04075420045463267,0.03731228332419342,0.043699402766914634
2010.5,female_hiv_prevalence,0.03926811134382878,0.03578771440469719,0.04252848072759993
2011.5,female_hiv_prevalence,0.03781898124327882,0.03409940123265557,0.04111507006636115
2012.5,female_hiv_prevalence,0.036177521622307,0.03291600146515493,0.039367474259525775
2013.5,female_hiv_prevalence,0.03500485222089816,0.03175099992884659,0.03749507430345933
2014.5,female_hiv_prevalence,0.03369021262233486,0.03043321138913194,0.037219383633523666
2015.5,female_hiv_prevalence,0.03234164506848636,0.02920093327461521,0.035373686894203345
2016.5,female_hiv_prevalence,0.031145873207103533,0.027743157401792545,0.03391764439612626
2017.5,female_hiv_prevalence,0.02995777134765213,0.02651234425619449,0.033445828208157974
2018.5,female_hiv_prevalence,0.028739701985593436,0.025283473491121047,0.03187758336857127
2019.5,female_hiv_prevalence,0.027161394079225964,0.02466583592306347,0.02985310438950232
2020.5,female_hiv_prevalence,0.025578437793996524,0.023436404444989775,0.02834747037382238
2021.5,female_hiv_prevalence,0.02421240320694793,0.021963565157199435,0.026978117448692225
2022.5,female_hiv_prevalence,0.022835437250287714,0.020609305956958143,0.02563103142522502
2023.5,female_hiv_prevalence,0.02141713487291662,0.019378089359866797,0.024125891514772662
2024.5,female_hiv_prevalence,0.020037569426428745,0.01818717547692568,0.02231140322262793
1960.5,male_hiv_prevalence,0.014670560727936405,0.010331857553511304,0.020481108777137755
1961.5,male_hiv_prevalence,0.016563071860206533,0.010624497076749789,0.023420966303405788
1962.5,male_hiv_prevalence,0.019470002570055413,0.012784225917674643,0.02689451714737376
1963.5,male_hiv_prevalence,0.020804426281819006,0.016186551144680643,0.02716884296267788
1964.5,male_hiv_prevalence,0.02260891239845663,0.01602823343999222,0.029921947854534812
1965.5,male_hiv_prevalence,0.02442525516625773,0.017799045615117772,0.0324885362215715
1966.5,male_hiv_prevalence,0.025071562042458605,0.019473102418980287,0.031683339022624865
1967.5,male_hiv_prevalence,0.025697499374696234,0.020673378990439292,0.032266246849628456
1968.5,male_hiv_prevalence,0.026268279628603876,0.021565069278039535,0.033698971618286645
1969.5,male_hiv_prevalence,0.02661640433310252,0.02270800445369558,0.03421931373820459
1970.5,male_hiv_prevalence,0.02708097030607356,0.023394779329616096,0.03446936247094734
